Date,Close,MA50,MA200,GoldenCross
2021-04-16,417.26,394.1578,,0
2021-04-19,415.21,394.7382,,0
2021-04-20,412.17,395.2274,,0
2021-04-21,416.07,395.7385999999999,,0
2021-04-22,412.27,396.1789999999999,,0
2021-04-23,416.74,396.7122,,0
2021-04-26,417.61,397.25020000000006,,0
2021-04-27,417.52,397.74780000000004,,0
2021-04-28,417.4,398.24979999999994,,0
2021-04-29,420.06,398.8032,,0
2021-04-30,417.3,399.3348,,0
2021-05-03,418.2,399.8982,,0
2021-05-04,415.62,400.47,,0
2021-05-05,415.75,401.035,,0
2021-05-06,419.07,401.58099999999996,,0
2021-05-07,422.12,402.37679999999995,,0
2021-05-10,417.94,403.12840000000006,,0
2021-05-11,414.21,403.621,,0
2021-05-12,405.41,403.99839999999995,,0
2021-05-13,410.28,404.57559999999995,,0
2021-05-14,416.58,405.3732,,0
2021-05-17,415.52,406.01099999999997,,0
2021-05-18,411.94,406.6154,,0
2021-05-19,410.86,407.0892,,0
2021-05-20,415.28,407.6032,,0
2021-05-21,414.94,408.0314,,0
2021-05-24,419.17,408.5336,,0
2021-05-25,418.24,408.97020000000003,,0
2021-05-26,419.07,409.43340000000006,,0
2021-05-27,419.29,409.874,,0
2021-05-28,420.04,410.44519999999994,,0
2021-06-01,419.67,411.04900000000004,,0
2021-06-02,420.33,411.6038,,0
2021-06-03,418.77,412.18919999999997,,0
2021-06-04,422.6,412.8908,,0
2021-06-07,422.19,413.5406,,0
2021-06-08,422.28,414.06659999999994,,0
2021-06-09,421.65,414.584,,0
2021-06-10,423.61,415.1616,,0
2021-06-11,424.31,415.72119999999995,,0
2021-06-14,425.26,416.2142,,0
2021-06-15,424.48,416.57660000000004,,0
2021-06-16,422.11,416.89639999999997,,0
2021-06-17,421.97,417.20399999999995,,0
2021-06-18,414.92,417.332,,0
2021-06-21,420.86,417.5194,,0
2021-06-22,423.11,417.7488000000001,,0
2021-06-23,422.6,417.9436,,0
2021-06-24,425.1,418.21659999999997,,0
2021-06-25,426.61,418.4314,,0
2021-06-28,427.47,418.63559999999995,,0
2021-06-29,427.7,418.8854,,0
2021-06-30,428.06,419.2032,,0
2021-07-01,430.43,419.4904,,0
2021-07-02,433.72,419.9194,,0
2021-07-06,432.93,420.2432,,0
2021-07-07,434.46,420.5802,,0
2021-07-08,430.92,420.8482,,0
2021-07-09,435.52,421.21060000000006,,0
2021-07-12,437.08,421.551,,0
2021-07-13,435.59,421.9168,,0
2021-07-14,436.24,422.2776,,0
2021-07-15,434.75,422.66020000000003,,0
2021-07-16,431.34,422.97200000000004,,0
2021-07-19,424.97,423.09,,0
2021-07-20,431.06,423.26880000000006,,0
2021-07-21,434.55,423.601,,0
2021-07-22,435.46,424.026,,0
2021-07-23,439.94,424.7166,,0
2021-07-26,441.02,425.3314000000001,,0
2021-07-27,439.01,425.78,,0
2021-07-28,438.83,426.24619999999993,,0
2021-07-29,440.65,426.8204,,0
2021-07-30,438.51,427.37340000000006,,0
2021-08-02,437.59,427.8196,,0
2021-08-03,441.15,428.3438,,0
2021-08-04,438.98,428.74,,0
2021-08-05,441.76,429.2104,,0
2021-08-06,442.49,429.67879999999997,,0
2021-08-09,442.13,430.13559999999995,,0
2021-08-10,442.68,430.58840000000004,,0
2021-08-11,443.78,431.07059999999996,,0
2021-08-12,445.11,431.56620000000004,,0
2021-08-13,445.92,432.1092,,0
2021-08-16,446.97,432.59659999999997,,0
2021-08-17,444.04,433.0336,,0
2021-08-18,439.18,433.37160000000006,399.56555000000003,0
2021-08-19,439.86,433.73580000000004,400.11385,0
2021-08-20,443.36,434.1308,400.6505,0
2021-08-23,447.26,434.5898,401.16909999999996,0
2021-08-24,447.97,435.04400000000004,401.65775,0
2021-08-25,448.91,435.5326,402.1515,0
2021-08-26,446.26,436.01559999999995,402.61,0
2021-08-27,450.25,436.5812,403.09104999999994,0
2021-08-30,452.23,437.32739999999995,403.56885,0
2021-08-31,451.56,437.9414,404.0606,0
2021-09-01,451.8,438.5152,404.5291,0
2021-09-02,453.19,439.12699999999995,404.9821999999999,0
2021-09-03,453.08,439.68660000000006,405.44449999999995,0
2021-09-07,451.46,440.1836,405.92040000000003,0
2021-09-08,450.91,440.6524,406.38605,0
2021-09-09,448.98,441.078,406.8543,0
2021-09-10,445.44,441.42560000000003,407.29420000000005,0
2021-09-13,446.58,441.7486,407.71100000000007,0
2021-09-14,444.17,441.9576,408.11855,0
2021-09-15,447.88,442.25659999999993,408.5396,0
2021-09-16,447.17,442.5108,408.96515,0
2021-09-17,441.4,442.7204,409.34205000000003,0
2021-09-20,434.04,442.69079999999997,409.6782999999999,0
2021-09-21,433.63,442.6218,410.01300000000003,0
2021-09-22,437.86,442.66720000000004,410.35305,0
2021-09-23,443.18,442.806,410.7235,0
2021-09-24,443.91,442.9892,411.0922,0
2021-09-27,442.64,443.2152,411.47114999999997,0
2021-09-28,433.72,443.39020000000005,411.8061,0
2021-09-29,434.45,443.458,412.14685,0
2021-09-30,429.14,443.3498,412.46924999999993,0
2021-10-01,434.24,443.3254,412.7925,0
2021-10-04,428.64,443.09939999999995,413.08485,0
2021-10-05,433.1,442.941,413.38915000000003,0
2021-10-06,434.9,442.8588,413.71775,0
2021-10-07,438.66,442.85540000000003,414.07175,0
2021-10-08,437.86,442.7996,414.42485,0
2021-10-11,434.69,442.7232,414.76045000000005,0
2021-10-12,433.62,442.64380000000006,415.08355000000006,0
2021-10-13,435.18,442.5244,415.39859999999993,0
2021-10-14,442.5,442.5948,415.75379999999996,0
2021-10-15,445.87,442.67699999999996,416.1232,0
2021-10-18,447.19,442.77099999999996,416.4897500000001,0
2021-10-19,450.64,442.94120000000004,416.899,0
2021-10-20,452.41,443.1358,417.30439999999993,0
2021-10-21,453.59,443.33200000000005,417.70459999999997,0
2021-10-22,453.12,443.4922,418.0747,0
2021-10-25,455.55,443.68480000000005,418.44615000000005,0
2021-10-26,455.96,443.8646,418.8325,0
2021-10-27,453.94,444.06260000000003,419.20835,0
2021-10-28,458.32,444.4454,419.60100000000006,0
2021-10-29,459.25,444.8332,420.00495,0
2021-11-01,460.04,445.1668,420.42665,0
2021-11-02,461.9,445.45959999999997,420.8429,0
2021-11-03,464.72,445.7946,421.24704999999994,0
2021-11-04,466.91,446.1546,421.6604,0
2021-11-05,468.53,446.6,422.08865,0
2021-11-08,468.93,446.97360000000003,422.51135,0
2021-11-09,467.38,447.27660000000003,422.9293,0
2021-11-10,463.62,447.51779999999997,423.37535,0
2021-11-11,463.77,447.7572,423.80604999999997,0
2021-11-12,467.27,448.03880000000004,424.29205,0
2021-11-15,467.43,448.3258,424.74805,0
2021-11-16,469.28,448.6822,425.1867,0
2021-11-17,468.14,449.0268,425.61815,0
2021-11-18,469.73,449.4418,426.03585,0
2021-11-19,468.89,449.9108,426.44174999999996,0
2021-11-22,467.57,450.33060000000006,426.82705000000004,0
2021-11-23,468.19,450.811,427.21674999999993,0
2021-11-24,469.44,451.2422,427.61355,0
2021-11-26,458.97,451.4782,427.95485,0
2021-11-29,464.6,451.94219999999996,428.31465000000003,0
2021-11-30,455.56,452.37260000000003,428.63095,0
2021-12-01,450.5,452.71,428.92150000000004,0
2021-12-02,457.4,453.1008,429.25489999999996,0
2021-12-03,453.42,453.30559999999997,429.57185000000004,0
2021-12-06,458.79,453.6032,429.93065,0
2021-12-07,468.28,454.116,430.33455000000004,0
2021-12-08,469.52,454.832,430.7233,0
2021-12-09,466.35,455.47,431.1434,0
2021-12-10,470.74,456.30199999999996,431.5953,0
2021-12-13,466.57,456.9486,431.98025,0
2021-12-14,463.36,457.64300000000003,432.36435,0
2021-12-15,470.6,458.393,432.81025,0
2021-12-16,466.45,459.024,433.259,0
2021-12-17,459.87,459.4482,433.64020000000005,0
2021-12-20,454.98,459.79060000000004,434.0065,0
2021-12-21,463.06,460.35799999999995,434.38595000000004,0
2021-12-22,467.69,461.0394,434.7765,0
2021-12-23,470.6,461.7478,435.16184999999996,0
2021-12-27,477.26,462.443,435.57785,0
2021-12-28,476.87,463.06300000000005,435.98015,0
2021-12-29,477.48,463.66880000000003,436.388,0
2021-12-30,476.16,464.1792,436.7825,0
2021-12-31,474.96,464.63019999999995,437.19990000000007,0
2022-01-03,477.71,465.11259999999993,437.64104999999995,0
2022-01-04,477.55,465.6012,438.06585,0
2022-01-05,468.38,465.8578,438.46025000000003,0
2022-01-06,467.94,466.09740000000005,438.86235,0
2022-01-07,466.09,466.3404,439.2443,0
2022-01-10,465.51,466.4842,439.59195,0
2022-01-11,469.75,466.69419999999997,439.9618,0
2022-01-12,471.02,466.9138,440.34324999999995,0
2022-01-13,464.53,466.9664,440.68425,0
2022-01-14,464.72,466.9664,441.00480000000005,0
2022-01-18,456.49,466.758,441.25545000000005,0
2022-01-19,451.75,466.4224,441.4836,0
2022-01-20,446.75,465.9788,441.68440000000004,0
2022-01-21,437.98,465.3908,441.83169999999996,0
2022-01-24,439.84,464.9152,441.97345,0
2022-01-25,434.47,464.32919999999996,442.0876,0
2022-01-26,433.38,463.65139999999997,442.19020000000006,0
2022-01-27,431.24,462.92760000000004,442.28915,0
2022-01-28,441.95,462.381,442.41955,0
2022-01-31,449.91,462.0164,442.58279999999996,0
2022-02-01,452.95,461.68080000000003,442.7715,0
2022-02-02,457.35,461.45,442.99739999999997,0
2022-02-03,446.6,461.0306,443.15005,0
2022-02-04,448.7,460.6408,443.3322,0
2022-02-07,447.26,460.1972,443.48479999999995,0
2022-02-08,450.94,460.0366,443.65144999999995,0
2022-02-09,457.54,459.8954,443.8515500000001,0
2022-02-10,449.32,459.7706,444.01115,0
2022-02-11,440.46,459.56980000000004,444.11315,0
2022-02-14,439.02,459.2022,444.22174999999993,0
2022-02-15,446.1,459.05580000000003,444.36125,0
2022-02-16,446.6,458.81199999999995,444.51615000000004,0
2022-02-17,437.06,458.18760000000003,444.62270000000007,0
2022-02-18,434.23,457.4818,444.69849999999997,0
2022-02-22,429.57,456.74619999999993,444.73575000000005,0
2022-02-23,421.95,455.7704,444.7558,0
2022-02-24,428.3,455.005,444.82625,0
2022-02-25,437.75,454.4928,444.98795000000007,0
2022-02-28,436.63,453.81340000000006,445.1197,0
2022-03-01,429.98,453.084,445.18670000000003,0
2022-03-02,437.89,452.6444,445.29855000000003,0
2022-03-03,435.71,452.25899999999996,445.4174,0
2022-03-04,432.17,451.6412,445.52394999999996,0
2022-03-07,419.43,450.676,445.54470000000003,0
2022-03-08,416.25,449.589,445.55125,0
2022-03-09,427.41,448.59200000000004,445.59244999999993,0
2022-03-10,425.48,447.56419999999997,445.62865000000005,0
2022-03-11,420.07,446.416,445.63365,0
2022-03-14,417.0,445.2328,445.6222,0
2022-03-15,426.17,444.25700000000006,445.65284999999994,0
2022-03-16,435.62,443.4152,445.73260000000005,0
2022-03-17,441.07,442.68559999999997,445.8363,0
2022-03-18,444.52,442.20840000000004,445.96504999999996,0
2022-03-21,444.39,441.7374,446.074,0
2022-03-22,449.59,441.4074,446.211,0
2022-03-23,443.8,440.9732,446.3186,0
2022-03-24,450.49,440.588,446.4628000000001,0
2022-03-25,452.69,440.2214,446.60820000000007,0
2022-03-28,455.91,440.04900000000004,446.76619999999997,0
2022-03-29,461.55,439.9856,446.94765,0
2022-03-30,458.7,440.0298,447.11875,0
2022-03-31,451.64,440.0276,447.2664,0
2022-04-01,452.92,440.15100000000007,447.42114999999995,0
2022-04-04,456.8,440.5274,447.63055,0
2022-04-05,451.03,440.7511999999999,447.7814,0
2022-04-06,446.52,440.9922,447.89845,0
2022-04-07,448.77,441.3,448.0293,0
2022-04-08,447.57,441.62659999999994,448.14165,0
2022-04-11,439.92,441.58600000000007,448.2082,0
2022-04-12,438.29,441.35360000000003,448.26230000000004,0
2022-04-13,443.31,441.1608,448.34035000000006,0
2022-04-14,437.79,440.76959999999997,448.38899999999995,0
2022-04-18,437.97,440.597,448.4267,0
2022-04-19,445.04,440.5238,448.48330000000004,0
2022-04-20,444.71,440.4728,448.54220000000004,0
2022-04-21,438.06,440.2152,448.56020000000007,0
2022-04-22,426.04,439.58520000000004,448.5358,0
2022-04-25,428.51,439.16900000000004,448.50075,0
2022-04-26,416.1,438.6818,448.39585,0
2022-04-27,417.27,438.2468,448.30425,0
2022-04-28,427.81,437.881,448.2621,0
2022-04-29,412.0,437.189,448.14835,0
2022-05-02,414.48,436.7374,448.06405,0
2022-05-03,416.38,436.3804,448.0211,0
2022-05-04,429.06,436.37020000000007,448.0111,0
2022-05-05,413.81,436.2074,447.9074,0
2022-05-06,411.34,435.8682,447.7868,0
2022-05-09,398.17,435.07660000000004,447.57795,0
2022-05-10,399.09,434.3258,447.36830000000003,0
2022-05-11,392.75,433.5812,447.13700000000006,0
2022-05-12,392.34,432.6702,446.90455000000003,0
2022-05-13,401.72,431.9904,446.7099,0
2022-05-16,400.09,431.3488,446.51779999999997,0
2022-05-17,408.32,431.12659999999994,446.37145000000004,0
2022-05-18,391.86,430.63879999999995,446.125,0
2022-05-19,389.46,429.87979999999993,445.87739999999997,0
2022-05-20,389.63,429.1628,445.61675,0
2022-05-23,396.92,428.69980000000004,445.3889,0
2022-05-24,393.89,428.23760000000004,445.14770000000004,0
2022-05-25,397.37,427.66159999999996,444.92114999999995,0
2022-05-26,405.31,427.0554,444.7288,0
2022-05-27,415.26,426.5392,444.57955000000004,0
2022-05-31,412.93,425.9074,444.4146,0
2022-06-01,409.59,425.21139999999997,444.2277,0
2022-06-02,417.39,424.56739999999996,444.09445000000005,0
2022-06-03,410.54,423.9022,443.95125,0
2022-06-06,411.79,423.1282,443.81089999999995,0
2022-06-07,415.74,422.38919999999996,443.6728,0
2022-06-08,411.22,421.4954,443.49260000000004,0
2022-06-09,401.44,420.2932,443.25995,0
2022-06-10,389.8,418.9152,442.9644,0
2022-06-13,375.0,417.3824000000001,442.60810000000004,0
2022-06-14,373.87,415.8014,442.2262,0
2022-06-15,379.2,414.24940000000004,441.86105,0
2022-06-16,366.65,412.5618,441.4365,0
2022-06-17,365.86,410.9486,441.0068,0
2022-06-21,375.07,409.4746,440.61620000000005,0
2022-06-22,374.39,408.01099999999997,440.22275,0
2022-06-23,378.06,406.7738,439.85574999999994,0
2022-06-24,390.08,405.8096,439.55159999999995,0
2022-06-27,388.59,404.7152,439.24965,0
2022-06-28,380.65,403.57239999999996,438.9257,0
2022-06-29,380.34,402.4198,438.5945,0
2022-06-30,377.25,401.064,438.25989999999996,0
2022-07-01,381.24,399.7946,437.92670000000004,0
2022-07-05,381.96,398.67260000000005,437.60065000000003,0
2022-07-06,383.25,397.8168,437.30989999999997,0
2022-07-07,388.99,397.02639999999997,437.08465,0
2022-07-08,388.67,396.4778,436.85985,0
2022-07-11,384.23,395.81699999999995,436.5917,0
2022-07-12,380.83,394.87739999999997,436.27995000000004,0
2022-07-13,378.83,394.214,435.95455000000004,0
2022-07-14,377.91,393.48260000000005,435.63090000000005,0
2022-07-15,385.13,392.85760000000005,435.38795,0
2022-07-18,381.95,391.9153999999999,435.12545000000006,0
2022-07-19,392.27,391.4846,434.9411,0
2022-07-20,394.77,391.15319999999997,434.74375,0
2022-07-21,398.79,391.1656,434.5945,0
2022-07-22,395.09,391.0856,434.40445,0
2022-07-25,395.57,391.142,434.20779999999996,0
2022-07-26,390.89,391.11299999999994,433.96894999999995,0
2022-07-27,401.04,391.0994,433.78485,0
2022-07-28,406.07,391.219,433.64174999999994,0
2022-07-29,411.99,391.29240000000004,433.5336,0
2022-08-01,410.77,391.6706,433.41155000000003,0
2022-08-02,408.06,392.0426,433.23935000000006,0
2022-08-03,414.45,392.539,433.08225,0
2022-08-04,414.17,392.88399999999996,432.91715,0
2022-08-05,413.47,393.2756,432.7313,0
2022-08-08,412.99,393.588,432.53420000000006,0
2022-08-09,411.35,393.7088,432.323,0
2022-08-10,419.99,393.8034,432.15735,0
2022-08-11,419.99,393.9446,431.97955,0
2022-08-12,427.1,394.2948,431.83525000000003,0
2022-08-15,428.86,394.5242,431.70985,0
2022-08-16,429.7,394.9074,431.56674999999996,0
2022-08-17,426.65,395.20459999999997,431.40375,0
2022-08-18,427.89,395.4476,431.24300000000005,0
2022-08-19,422.14,395.666,431.0442,0
2022-08-22,413.35,395.90420000000006,430.78735,0
2022-08-23,412.35,396.35519999999997,430.51455000000004,0
2022-08-24,413.67,397.12859999999995,430.24025,0
2022-08-25,419.51,398.0414,429.99314999999996,0
2022-08-26,405.31,398.5636,429.68280000000004,0
2022-08-29,402.63,399.2832,429.37784999999997,0
2022-08-30,398.21,399.93019999999996,429.05005000000006,0
2022-08-31,395.18,400.3324,428.6896,0
2022-09-01,396.42,400.773,428.3345499999999,0
2022-09-02,392.24,401.05659999999995,427.94935,0
2022-09-06,390.76,401.07020000000006,427.56244999999996,0
2022-09-07,397.78,401.254,427.20270000000005,0
2022-09-08,400.38,401.6486,426.86015,0
2022-09-09,406.6,402.17379999999997,426.5553,0
2022-09-12,410.97,402.8482,426.26920000000007,0
2022-09-13,393.1,403.0854,425.8875,0
2022-09-14,394.6,403.3382,425.56565,0
2022-09-15,390.12,403.4756,425.19325,0
2022-09-16,385.56,403.40700000000004,424.84324999999995,0
2022-09-19,388.55,403.4046,424.5335,0
2022-09-20,384.09,403.4018,424.16695,0
2022-09-21,377.39,403.333,423.7868,0
2022-09-22,374.22,403.24080000000004,423.36395,0
2022-09-23,367.95,403.0416,422.8623,0
2022-09-26,364.31,402.62519999999995,422.33625,0
2022-09-27,363.38,402.25380000000007,421.8214,0
2022-09-28,370.53,401.819,421.32035,0
2022-09-29,362.79,401.17940000000004,420.80145,0
2022-09-30,357.18,400.3472,420.27055,0
2022-10-03,366.61,399.7776,419.75059999999996,0
2022-10-04,377.97,399.4256,419.3082,0
2022-10-05,377.09,399.14959999999996,418.8943,0
2022-10-06,373.2,398.5928,418.4854,0
2022-10-07,362.79,397.72720000000004,417.98404999999997,0
2022-10-10,360.02,396.6878,417.4457,0
2022-10-11,357.74,395.6272,416.88140000000004,0
2022-10-12,356.56,394.5972,416.2779,0
2022-10-13,365.97,393.62760000000003,415.7234,0
2022-10-14,357.63,392.4968,415.12415,0
2022-10-17,366.82,391.56379999999996,414.57745,0
2022-10-18,371.13,390.72659999999996,414.05830000000003,0
2022-10-19,368.5,389.8696,413.51225000000005,0
2022-10-20,365.41,388.77799999999996,412.95155,0
2022-10-21,374.29,387.86400000000003,412.4811,0
2022-10-24,378.87,386.89939999999996,412.03574999999995,0
2022-10-25,384.92,386.02060000000006,411.62989999999996,0
2022-10-26,382.02,385.06700000000006,411.21245000000005,0
2022-10-27,379.98,384.1336,410.7636,0
2022-10-28,389.02,383.3562,410.35360000000003,0
2022-10-31,386.21,382.6376,409.962,0
2022-11-01,384.52,382.061,409.561,0
2022-11-02,374.87,381.3114,409.1529,0
2022-11-03,371.01,380.4582,408.7492,0
2022-11-04,376.35,379.595,408.39719999999994,0
2022-11-07,379.95,379.0878000000001,408.10705,0
2022-11-08,382.0,378.6752,407.81785,0
2022-11-09,374.13,378.1936,407.51615,0
2022-11-10,394.69,378.1838,407.32269999999994,0
2022-11-11,398.51,378.2256,407.15905000000004,0
2022-11-14,395.12,378.2832,406.9249,0
2022-11-15,398.49,378.4378,406.66780000000006,0
2022-11-16,395.45,378.3912,406.3803,0
2022-11-17,394.24,378.2684,406.06475,0
2022-11-18,396.03,378.057,405.8118999999999,0
2022-11-21,394.59,377.7294,405.54135,0
2022-11-22,399.9,377.8654,405.30455,0
2022-11-23,402.42,378.0218,405.06195,0
2022-11-25,402.33,378.26599999999996,404.78589999999997,0
2022-11-28,395.91,378.47299999999996,404.51885000000004,0
2022-11-29,395.23,378.60659999999996,404.29269999999997,0
2022-11-30,407.68,379.0784,404.1360000000001,0
2022-12-01,407.38,379.6782,403.94239999999996,0
2022-12-02,406.91,380.332,403.74395,0
2022-12-05,399.59,380.96479999999997,403.55659999999995,0
2022-12-06,393.83,381.5552,403.3546,0
2022-12-07,393.16,382.1508,403.17255,0
2022-12-08,396.24,382.665,403.04400000000004,0
2022-12-09,393.28,383.2748,402.8689,0
2022-12-12,398.95,384.11019999999996,402.6749,0
2022-12-13,401.97,384.81739999999996,402.50160000000005,0
2022-12-14,399.4,385.24600000000004,402.34869999999995,0
2022-12-15,389.63,385.4968,402.1074,0
2022-12-16,383.27,385.6982,401.84520000000003,0
2022-12-19,380.02,386.0428,401.58445,0
2022-12-20,380.54,386.4532,401.39,0
2022-12-21,386.23,387.023,401.2399,0
2022-12-22,380.72,387.50620000000004,401.00645000000003,0
2022-12-23,382.91,387.845,400.7936,0
2022-12-27,381.4,388.3204,400.60025,0
2022-12-28,376.66,388.5172,400.39855000000006,0
2022-12-29,383.44,388.76340000000005,400.1849,0
2022-12-30,382.43,389.04200000000003,399.91895,0
2023-01-03,380.82,389.35020000000003,399.6177,0
2023-01-04,383.76,389.5396,399.3139,0
2023-01-05,379.38,389.5498,398.98885,0
2023-01-06,388.08,389.61299999999994,398.6813,0
2023-01-09,387.86,389.72979999999995,398.40160000000003,0
2023-01-10,390.58,389.9418,398.10204999999996,0
2023-01-11,395.52,390.0718,397.8162,0
2023-01-12,396.96,390.2868,397.52145,0
2023-01-13,398.5,390.5664,397.2062,0
2023-01-17,397.77,391.0244,396.90155,0
2023-01-18,391.49,391.434,396.6008,0
2023-01-19,388.64,391.67979999999994,396.2794,0
2023-01-20,395.88,391.99839999999995,395.9748,0
2023-01-23,400.63,392.371,395.7228,0
2023-01-24,400.2,392.89240000000007,395.49120000000005,0
2023-01-25,400.35,393.00559999999996,395.24909999999994,0
2023-01-26,404.75,393.1304,395.035,0
2023-01-27,405.68,393.3416,394.8638,0
2023-01-30,400.59,393.3836,394.6753,0
2023-01-31,406.48,393.6042,394.49115,0
2023-02-01,410.8,393.9354,394.3562,0
2023-02-02,416.78,394.35040000000004,394.25025,1
2023-02-03,412.35,394.7056,394.0868,0
2023-02-06,409.83,394.9042,393.91240000000005,0
2023-02-07,415.19,395.1596,393.79804999999993,0
2023-02-08,410.65,395.32599999999996,393.7211,0
2023-02-09,407.09,395.5496,393.61400000000003,0
2023-02-10,408.04,395.80580000000003,393.57370000000003,0
2023-02-13,412.83,395.90880000000004,393.5514999999999,0
2023-02-14,412.64,396.014,393.47565,0
2023-02-15,413.98,396.1554,393.48555,0
2023-02-16,408.28,396.32919999999996,393.45455000000004,0
2023-02-17,407.26,396.5978,393.40894999999995,0
2023-02-21,399.09,396.7164,393.2591,0
2023-02-22,398.54,396.76239999999996,393.18275,0
2023-02-23,400.66,396.9099999999999,393.12935000000004,0
2023-02-24,396.38,396.8586,393.1204,0
2023-02-27,397.73,396.7738,393.1136,0
2023-02-28,396.26,396.711,393.13115,0
2023-03-01,394.74,396.8132,393.14315000000005,0
2023-03-02,397.81,397.10400000000004,393.1236,0
2023-03-03,404.19,397.5874,393.14410000000004,0
2023-03-06,404.47,398.066,393.12485,0
2023-03-07,398.27,398.3068,393.15689999999995,0
2023-03-08,398.92,398.67079999999993,393.20419999999996,0
2023-03-09,391.56,398.8438,393.21385000000004,0
2023-03-10,385.91,398.934,393.1588,0
2023-03-13,385.36,399.108,393.11615,0
2023-03-14,391.73,399.2738,393.08795000000003,0
2023-03-15,389.28,399.41079999999994,393.0078000000001,0
2023-03-16,396.11,399.71659999999997,392.91205,0
2023-03-17,389.99,399.8412,392.79735,0
2023-03-20,393.74,400.12839999999994,392.7181,0
2023-03-21,398.91,400.345,392.6257,0
2023-03-22,392.11,400.43,392.53355000000005,0
2023-03-23,393.17,400.4818,392.44045000000006,0
2023-03-24,395.75,400.4864,392.3405,0
2023-03-27,396.49,400.477,392.26685,0
2023-03-28,395.6,400.41900000000004,392.23765,0
2023-03-29,401.35,400.4906,392.29540000000003,0
